source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
2023_12_05_BS02_WWA4_1ngHeLa_rep1	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2023_12_05_BS02_WWA4_1ngHeLa_rep1	1	11	2023_12_05_BS02_WWA4_1ngHeLa_rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2023_12_05_BS02_WWA4_1ngHeLa_rep1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2023_12_05_BS02_WWA4_1ngHeLa_rep1.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2024_02_15_BS06_V8	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2024_02_15_BS06_V8	1	12	2024_02_15_BS06_V8	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2024_02_15_BS06_V8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2024_02_15_BS06_V8.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2024_02_15_BS03_D6	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2024_02_15_BS03_D6	1	13	2024_02_15_BS03_D6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2024_02_15_BS03_D6.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2024_02_15_BS03_D6.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2023_12_05_BS06_WWA4_1ngHeLa_rep3	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2023_12_05_BS06_WWA4_1ngHeLa_rep3	1	14	2023_12_05_BS06_WWA4_1ngHeLa_rep3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2023_12_05_BS06_WWA4_1ngHeLa_rep3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2023_12_05_BS06_WWA4_1ngHeLa_rep3.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2023_12_05_BS07_WWA8_1ngHeLa_rep3	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2023_12_05_BS07_WWA8_1ngHeLa_rep3	1	15	2023_12_05_BS07_WWA8_1ngHeLa_rep3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2023_12_05_BS07_WWA8_1ngHeLa_rep3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2023_12_05_BS07_WWA8_1ngHeLa_rep3.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2023_12_18_BS05_WWA4_250pgHeLa_rep1	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2023_12_18_BS05_WWA4_250pgHeLa_rep1	1	16	2023_12_18_BS05_WWA4_250pgHeLa_rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2023_12_18_BS05_WWA4_250pgHeLa_rep1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2023_12_18_BS05_WWA4_250pgHeLa_rep1.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2023_12_05_BS04_WWA8_1ngHeLa_rep1	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2023_12_05_BS04_WWA8_1ngHeLa_rep1	1	17	2023_12_05_BS04_WWA8_1ngHeLa_rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2023_12_05_BS04_WWA8_1ngHeLa_rep1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2023_12_05_BS04_WWA8_1ngHeLa_rep1.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2023_12_19_BS03_DDAtop10_250pgHeLa_rep3	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2023_12_19_BS03_DDAtop10_250pgHeLa_rep3	1	18	2023_12_19_BS03_DDAtop10_250pgHeLa_rep3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2023_12_19_BS03_DDAtop10_250pgHeLa_rep3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2023_12_19_BS03_DDAtop10_250pgHeLa_rep3.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2023_12_05_BS03_WWA4_1ngHeLa_rep2	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2023_12_05_BS03_WWA4_1ngHeLa_rep2	1	19	2023_12_05_BS03_WWA4_1ngHeLa_rep2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2023_12_05_BS03_WWA4_1ngHeLa_rep2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2023_12_05_BS03_WWA4_1ngHeLa_rep2.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2024_02_15_BS04_D7	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2024_02_15_BS04_D7	1	20	2024_02_15_BS04_D7	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2024_02_15_BS04_D7.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2024_02_15_BS04_D7.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2024_02_14_BS03_V4	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2024_02_14_BS03_V4	1	21	2024_02_14_BS03_V4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2024_02_14_BS03_V4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2024_02_14_BS03_V4.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2024_02_13_BS06_V1	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2024_02_13_BS06_V1	1	22	2024_02_13_BS06_V1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2024_02_13_BS06_V1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2024_02_13_BS06_V1.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2023_12_19_BS02_WWA4_250pgHeLa_rep3	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2023_12_19_BS02_WWA4_250pgHeLa_rep3	1	23	2023_12_19_BS02_WWA4_250pgHeLa_rep3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2023_12_19_BS02_WWA4_250pgHeLa_rep3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2023_12_19_BS02_WWA4_250pgHeLa_rep3.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2023_12_07_BS02_WWA4top20_1ngHeLa_rep1	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2023_12_07_BS02_WWA4top20_1ngHeLa_rep1	1	24	2023_12_07_BS02_WWA4top20_1ngHeLa_rep1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2023_12_07_BS02_WWA4top20_1ngHeLa_rep1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2023_12_07_BS02_WWA4top20_1ngHeLa_rep1.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2023_12_05_BS01_DDAtop20_1ngHeLa_rep3	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2023_12_05_BS01_DDAtop20_1ngHeLa_rep3	1	25	2023_12_05_BS01_DDAtop20_1ngHeLa_rep3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2023_12_05_BS01_DDAtop20_1ngHeLa_rep3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2023_12_05_BS01_DDAtop20_1ngHeLa_rep3.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2023_12_20_BS02_DDAtop10_250pgHeLa_rep4	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2023_12_20_BS02_DDAtop10_250pgHeLa_rep4	1	26	2023_12_20_BS02_DDAtop10_250pgHeLa_rep4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2023_12_20_BS02_DDAtop10_250pgHeLa_rep4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2023_12_20_BS02_DDAtop10_250pgHeLa_rep4.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2024_02_14_BS07_V7	Homo sapiens	Embryo	not available	not available	not available	embryonic stage	not available	not available	Early embryonic cell	HeLa	cell	single cell	manual picking	2024_02_14_BS07_V7	1	27	2024_02_14_BS07_V7	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2024_02_14_BS07_V7.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/08/PXD062702/2024_02_14_BS07_V7.RAW	1	label free sample	not applicable	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
