source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20230630_KK_SC_IFNy_52_B7_1_14205	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_IFNy_52_B7_1_14205	1	11	20230630_KK_SC_IFNy_52_B7_1_14205	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_IFNy_52_B7_1_14205.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_IFNy_52_B7_1_14205.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_69_C4_1_14251	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_69_C4_1_14251	1	12	20230630_KK_SC_control_69_C4_1_14251	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_69_C4_1_14251.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_69_C4_1_14251.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_45_C1_1_14172	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_45_C1_1_14172	1	13	20230626_KK_SC_control_45_C1_1_14172	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_45_C1_1_14172.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_45_C1_1_14172.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_09_A5_1_14086	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_09_A5_1_14086	1	14	20230626_KK_SC_control_09_A5_1_14086	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_09_A5_1_14086.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_09_A5_1_14086.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_IFNy_61_C8_1_14224	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_IFNy_61_C8_1_14224	1	15	20230630_KK_SC_IFNy_61_C8_1_14224	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_IFNy_61_C8_1_14224.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_IFNy_61_C8_1_14224.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_76_B3_1_14268	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_76_B3_1_14268	1	16	20230630_KK_SC_control_76_B3_1_14268	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_76_B3_1_14268.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_76_B3_1_14268.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_IFNy_68_B9_1_14241	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_IFNy_68_B9_1_14241	1	17	20230630_KK_SC_IFNy_68_B9_1_14241	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_IFNy_68_B9_1_14241.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_IFNy_68_B9_1_14241.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_54_D6_1_14216	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_54_D6_1_14216	1	18	20230630_KK_SC_control_54_D6_1_14216	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_54_D6_1_14216.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_54_D6_1_14216.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_78_D3_1_14270	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_78_D3_1_14270	1	19	20230630_KK_SC_control_78_D3_1_14270	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_78_D3_1_14270.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_78_D3_1_14270.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_19_A7_1_14107	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_19_A7_1_14107	1	20	20230626_KK_SC_IFNy_19_A7_1_14107	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_19_A7_1_14107.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_19_A7_1_14107.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_IFNy_72_F9_1_14245	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_IFNy_72_F9_1_14245	1	21	20230630_KK_SC_IFNy_72_F9_1_14245	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_IFNy_72_F9_1_14245.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_IFNy_72_F9_1_14245.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_21_C7_1_14109	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_21_C7_1_14109	1	22	20230626_KK_SC_IFNy_21_C7_1_14109	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_21_C7_1_14109.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_21_C7_1_14109.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_control_04_D6_1_14068	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_control_04_D6_1_14068	1	23	20230626_KK_SC_control_04_D6_1_14068	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_control_04_D6_1_14068.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_control_04_D6_1_14068.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_52_B6_1_14214	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_52_B6_1_14214	1	24	20230630_KK_SC_control_52_B6_1_14214	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_52_B6_1_14214.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_52_B6_1_14214.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_51_A6_1_14213	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_51_A6_1_14213	1	25	20230630_KK_SC_control_51_A6_1_14213	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_51_A6_1_14213.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_51_A6_1_14213.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_KK_SC_control_62_D5_1_14234	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230630_KK_SC_control_62_D5_1_14234	1	26	20230630_KK_SC_control_62_D5_1_14234	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230630_KK_SC_control_62_D5_1_14234.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230630_KK_SC_control_62_D5_1_14234.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_49_G10_1_14167	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_49_G10_1_14167	1	27	20230626_KK_SC_IFNy_49_G10_1_14167	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_49_G10_1_14167.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_49_G10_1_14167.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230626_KK_SC_IFNy_15_E6_1_14093	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230626_KK_SC_IFNy_15_E6_1_14093	1	28	20230626_KK_SC_IFNy_15_E6_1_14093	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230626_KK_SC_IFNy_15_E6_1_14093.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230626_KK_SC_IFNy_15_E6_1_14093.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230629_KK_10SC_control_03_C11_1_14188	Homo sapiens	Epithelial cell	Osteosarcoma	Epithelial cell	cell	single cell	FACS	20230629_KK_10SC_control_03_C11_1_14188	1	29	20230629_KK_10SC_control_03_C11_1_14188	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230629_KK_10SC_control_03_C11_1_14188.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD048179/20230629_KK_10SC_control_03_C11_1_14188.mzML	1	label free sample	not applicable	not applicable	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=CID;AC=MS:1000133	384% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
