source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
AD_TMT_plate1_C10	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C10	1	11	AD_TMT_plate1_C10	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C10.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C24	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C24	1	12	AD_TMT_plate1_C24	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C24.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C23	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C23	1	13	AD_TMT_plate1_C23	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C23.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A3	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A3	1	14	Rep_AD_TMT_plate2_A3	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A3.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A9	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A9	1	15	Rep_AD_TMT_plate2_A9	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A9.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A9	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A9	1	16	AD_TMT_plate1_A9	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A9.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C15	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C15	1	17	AD_TMT_plate1_C15	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C15.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C15	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C15	1	18	Rep_AD_TMT_plate2_C15	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C15.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A6	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A6	1	19	Rep_AD_TMT_plate2_A6	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A6.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A13	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A13	1	20	AD_TMT_plate1_A13	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A13.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C5	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C5	1	21	Rep_AD_TMT_plate2_C5	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C5.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A12	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A12	1	22	Rep_AD_TMT_plate2_A12	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A12.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A18	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A18	1	23	Rep_AD_TMT_plate2_A18	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A18.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A18	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A18	1	24	AD_TMT_plate1_A18	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A18.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C14	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C14	1	25	Rep_AD_TMT_plate2_C14	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C14.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_A5	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_A5	1	26	AD_TMT_plate1_A5	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_A5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_A5.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C9	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C9	1	27	Rep_AD_TMT_plate2_C9	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C9.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A16	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A16	1	28	Rep_AD_TMT_plate2_A16	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A16.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_C4	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_C4	1	29	Rep_AD_TMT_plate2_C4	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_C4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_C4.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Rep_AD_TMT_plate2_A11	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	Rep_AD_TMT_plate2_A11	1	30	Rep_AD_TMT_plate2_A11	proteomic profiling by mass spectrometry	1	plate2	NT=Data-dependent acquisition;AC=PRIDE:0000627	Rep_AD_TMT_plate2_A11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/Rep_AD_TMT_plate2_A11.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C1	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C1	1	31	AD_TMT_plate1_C1	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
AD_TMT_plate1_C11	Homo sapiens	Brain	not available	not available	tissue	single cell	cellenONE	AD_TMT_plate1_C11	1	32	AD_TMT_plate1_C11	proteomic profiling by mass spectrometry	1	plate1	NT=Data-dependent acquisition;AC=PRIDE:0000627	AD_TMT_plate1_C11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD063590/AD_TMT_plate1_C11.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
