source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_04	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_04	1	13	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_04	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_04.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_1cell_funnel4_01	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_1cell_funnel4_01	1	14	20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_1cell_funnel4_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_1cell_funnel4_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_1cell_funnel4_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_07	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_07	1	15	20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_07	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_07.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210316_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_04	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210316_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_04	1	16	20210316_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_04	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210316_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210316_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_04.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_0311_01	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_0311_01	1	17	20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_0311_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_0311_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_0311_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_1cell_funnel_01	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_1cell_funnel_01	1	18	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_1cell_funnel_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_1cell_funnel_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_1cell_funnel_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_5cells_0312_01	Homo sapiens	not available	not available	not available	HeLa	cell	pooled	cellenONE	20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_5cells_0312_01	5	19	20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_5cells_0312_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_5cells_0312_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_5cells_0312_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210324_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro_Hela_100nl200nlTMT_01	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210324_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro_Hela_100nl200nlTMT_01	1	20	20210324_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro_Hela_100nl200nlTMT_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210324_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro_Hela_100nl200nlTMT_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210324_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro_Hela_100nl200nlTMT_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210125_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_01	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210125_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_01	1	21	20210125_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210125_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210125_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210126_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT20x_Hela_100nl200nlTMT_02	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210126_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT20x_Hela_100nl200nlTMT_02	1	22	20210126_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT20x_Hela_100nl200nlTMT_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210126_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT20x_Hela_100nl200nlTMT_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210126_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT20x_Hela_100nl200nlTMT_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_06	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_06	1	23	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_06	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_06.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210409_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_03	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210409_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_03	1	24	20210409_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210409_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210409_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro_Hela_100nl200nlTMT_05	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro_Hela_100nl200nlTMT_05	1	25	20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro_Hela_100nl200nlTMT_05	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro_Hela_100nl200nlTMT_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro_Hela_100nl200nlTMT_05.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_4cell_funnel_02	Homo sapiens	not available	not available	not available	HeLa	cell	pooled	cellenONE	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_4cell_funnel_02	4	26	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_4cell_funnel_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_4cell_funnel_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_4cell_funnel_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_02	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_02	1	27	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT20x_HelaHEK_40p60nl100nlTMT_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_3cells_0312_01	Homo sapiens	not available	not available	not available	HeLa	cell	pooled	cellenONE	20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_3cells_0312_01	3	28	20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_3cells_0312_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_3cells_0312_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_3cells_0312_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_2cell_funnel_02	Homo sapiens	not available	not available	not available	HeLa	cell	pooled	cellenONE	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_2cell_funnel_02	2	29	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_2cell_funnel_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_2cell_funnel_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_2cell_funnel_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_04	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_04	1	30	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_04	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_04.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_06	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_06	1	31	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_06	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210408_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_HelaHEK_40p60nl100nlTMT_06.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_01	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_01	1	32	20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
