source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_2c5ng_01	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_2c5ng_01	1	11	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_2c5ng_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_2c5ng_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_2c5ng_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_20h_PEG_1x10e-3	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_20h_PEG_1x10e-3	1	12	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_20h_PEG_1x10e-3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_20h_PEG_1x10e-3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_20h_PEG_1x10e-3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201207_Exploris_RSLC9_PepSep_PHF-3um_wash_30minGrad	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201207_Exploris_RSLC9_PepSep_PHF-3um_wash_30minGrad	1	13	20201207_Exploris_RSLC9_PepSep_PHF-3um_wash_30minGrad	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201207_Exploris_RSLC9_PepSep_PHF-3um_wash_30minGrad.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201207_Exploris_RSLC9_PepSep_PHF-3um_wash_30minGrad.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_12h_PEG_1x10e-3	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_12h_PEG_1x10e-3	1	14	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_12h_PEG_1x10e-3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_12h_PEG_1x10e-3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_12h_PEG_1x10e-3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_2c5ng_04	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_2c5ng_04	1	15	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_2c5ng_04	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_2c5ng_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_2c5ng_04.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_60minGrad	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_60minGrad	1	16	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_60minGrad	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_60minGrad.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_60minGrad.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201207_Exploris_RSLC9_PepSep_PHF-3um_wash_30minGrad2	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201207_Exploris_RSLC9_PepSep_PHF-3um_wash_30minGrad2	1	17	20201207_Exploris_RSLC9_PepSep_PHF-3um_wash_30minGrad2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201207_Exploris_RSLC9_PepSep_PHF-3um_wash_30minGrad2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201207_Exploris_RSLC9_PepSep_PHF-3um_wash_30minGrad2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_4h_PEG_1x10e-3	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_4h_PEG_1x10e-3	1	18	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_4h_PEG_1x10e-3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_4h_PEG_1x10e-3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_4h_PEG_1x10e-3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_24h_0c1per_FA_01	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_24h_0c1per_FA_01	1	19	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_24h_0c1per_FA_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_24h_0c1per_FA_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_24h_0c1per_FA_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_1ng_01	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_1ng_01	1	20	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_1ng_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_1ng_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_1ng_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_45minGrad	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_45minGrad	1	21	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_45minGrad	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_45minGrad.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_45minGrad.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_45minGrad	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_45minGrad	1	22	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_45minGrad	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_45minGrad.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_45minGrad.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_5ng_03	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_5ng_03	1	23	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_5ng_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_5ng_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_5ng_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_04	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_04	1	24	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_04	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_04.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_01	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_01	1	25	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_1ng_03	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_1ng_03	1	26	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_1ng_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_1ng_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_1ng_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_8h_0c1per_FA_01	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_8h_0c1per_FA_01	1	27	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_8h_0c1per_FA_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_8h_0c1per_FA_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201211_Exploris_RSLC9_PepSep_PHF-3um_HelaPi_250pg_8h_0c1per_FA_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_30minGrad	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_30minGrad	1	28	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_30minGrad	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_30minGrad.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_500pg_30minGrad.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_02	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_02	1	29	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201207_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_30minGrad	Homo sapiens	Cervical adenocarcinoma cell line	not available	not available	HeLa	cell	single cell	not applicable	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_30minGrad	1	30	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_30minGrad	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_30minGrad.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/06/PXD024017/20201209_Exploris_RSLC9_PepSep_PHF-3um_HeLaPi_250pg_30minGrad.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	1% NCE	20 ppm	0.1 Da	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
